Year,State,Eligible
2009,Colorado,206
2009,Connecticut,207
2009,Delaware,214
2009,District of Columbia,193
2009,DoDEA,0
2009,Florida,217
2009,Georgia,207
2009,Hawaii,198
2009,Idaho,211
2009,Illinois,202
2009,Indiana,210
2009,Iowa,208
2009,Kansas,213
2009,Kentucky,215
2009,Louisiana,201
2009,Maine,212
2009,Maryland,210
2009,Massachusetts,215
2009,Michigan,204
2009,Minnesota,203
2009,Mississippi,203
2009,Missouri,210
2009,Montana,214
2009,Nebraska,210
2009,Nevada,200
2009,New Hampshire,213
2009,New Jersey,211
2009,New Mexico,199
2009,New York,214
2009,North Carolina,205
2009,North Dakota,216
2009,Ohio,208
2009,Oklahoma,207
2009,Oregon,204
2009,Pennsylvania,206
2009,Rhode Island,205
2009,South Carolina,204
2009,South Dakota,209
2009,Tennessee,205
2009,Texas,209
2009,United States,206
2009,Utah,205
2009,Vermont,215
2009,Virginia,210
2009,Washington,208
2009,West Virginia,206
2009,Wisconsin,202
2009,Wyoming,212
2011,Alabama,209
2011,Alaska,191
2011,Arizona,202
2011,Arkansas,207
2011,California,198
2011,Colorado,205
2011,Connecticut,205
2011,Delaware,214
2011,District of Columbia,191
2011,DoDEA,0
2011,Florida,216
2011,Georgia,209
2011,Hawaii,201
2011,Idaho,210
2011,Illinois,203
2011,Indiana,210
2011,Iowa,206
2011,Kansas,212
2011,Kentucky,216
2011,Louisiana,202
2011,Maine,210
2011,Maryland,215
2011,Massachusetts,218
2011,Michigan,205
2011,Minnesota,205
2011,Mississippi,202
2011,Missouri,207
2011,Montana,214
2011,Nebraska,209
2011,Nevada,202
2011,New Hampshire,216
2011,New Jersey,215
2011,New Mexico,200
2011,New York,212
2011,North Carolina,208
2011,North Dakota,216
2011,Ohio,212
2011,Oklahoma,208
2011,Oregon,204
2011,Pennsylvania,211
2011,Rhode Island,208
2011,South Carolina,202
2011,South Dakota,207
2011,Tennessee,204
2011,Texas,209
2011,United States,207
2011,Utah,206
2011,Vermont,213
2011,Virginia,207
2011,Washington,204
2011,West Virginia,204
2011,Wisconsin,206
2011,Wyoming,214
2013,Alabama,207
2013,Alaska,193
2013,Arizona,201
2013,Arkansas,209
2013,California,200
2013,Colorado,210
2013,Connecticut,210
2013,Delaware,215
2013,District of Columbia,195
2013,DoDEA,0
2013,Florida,218
2013,Georgia,211
2013,Hawaii,201
2013,Idaho,208
2013,Illinois,202
2013,Indiana,215
2013,Iowa,208
2013,Kansas,210
2013,Kentucky,213
2013,Louisiana,203
2013,Maine,214
2013,Maryland,216
2013,Massachusetts,213
2013,Michigan,206
2013,Minnesota,209
2013,Mississippi,201
2013,Missouri,211
2013,Montana,212
2013,Nebraska,209
2013,Nevada,203
2013,New Hampshire,216
2013,New Jersey,212
2013,New Mexico,199
2013,New York,211
2013,North Carolina,211
2013,North Dakota,213
2013,Ohio,208
2013,Oklahoma,208
2013,Oregon,207
2013,Pennsylvania,211
2013,Rhode Island,206
2013,South Carolina,202
2013,South Dakota,203
2013,Tennessee,205
2013,Texas,206
2013,United States,207
2013,Utah,209
2013,Vermont,213
2013,Virginia,209
2013,Washington,209
2013,West Virginia,211
2013,Wisconsin,205
2013,Wyoming,215
2015,Alabama,208
2015,Alaska,197
2015,Arizona,203
2015,Arkansas,211
2015,California,201
2015,Colorado,208
2015,Connecticut,209
2015,Delaware,210
2015,District of Columbia,200
2015,DoDEA,0
2015,Florida,220
2015,Georgia,214
2015,Hawaii,203
2015,Idaho,211
2015,Illinois,208
2015,Indiana,217
2015,Iowa,210
2015,Kansas,208
2015,Kentucky,219
2015,Louisiana,209
2015,Maine,214
2015,Maryland,207
2015,Massachusetts,220
2015,Michigan,204
2015,Minnesota,205
2015,Mississippi,207
2015,Missouri,211
2015,Montana,213
2015,Nebraska,213
2015,Nevada,205
2015,New Hampshire,216
2015,New Jersey,213
2015,New Mexico,201
2015,New York,211
2015,North Carolina,215
2015,North Dakota,212
2015,Ohio,212
2015,Oklahoma,214
2015,Oregon,210
2015,Pennsylvania,211
2015,Rhode Island,211
2015,South Carolina,206
2015,South Dakota,205
2015,Tennessee,207
2015,Texas,208
2015,United States,209
2015,Utah,213
2015,Vermont,217
2015,Virginia,210
2015,Washington,210
2015,West Virginia,211
2015,Wisconsin,207
2015,Wyoming,217
2017,Alabama,207
2017,Alaska,190
2017,Arizona,203
2017,Arkansas,209
2017,California,203
2017,Colorado,208
2017,Connecticut,211
2017,Delaware,210
2017,District of Columbia,204
2017,DoDEA,0
2017,Florida,219
2017,Georgia,209
2017,Hawaii,203
2017,Idaho,211
2017,Illinois,206
2017,Indiana,215
2017,Iowa,206
2017,Kansas,212
2017,Kentucky,215
2017,Louisiana,204
2017,Maine,207
2017,Maryland,210
2017,Massachusetts,219
2017,Michigan,203
2017,Minnesota,207
2017,Mississippi,208
2017,Missouri,211
2017,Montana,210
2017,Nebraska,209
2017,Nevada,206
2017,New Hampshire,212
2017,New Jersey,214
2017,New Mexico,200
2017,New York,211
2017,North Carolina,211
2017,North Dakota,208
2017,Ohio,213
2017,Oklahoma,209
2017,Oregon,207
2017,Pennsylvania,210
2017,Rhode Island,209
2017,South Carolina,202
2017,South Dakota,208
2017,Tennessee,206
2017,Texas,205
2017,United States,208
2017,Utah,209
2017,Vermont,211
2017,Virginia,213
2017,Washington,205
2017,West Virginia,215
2017,Wisconsin,203
2017,Wyoming,215
2019,Alabama,199
2019,Alaska,189
2019,Arizona,202
2019,Arkansas,207
2019,California,205
2019,Colorado,208
2019,Connecticut,205
2019,Delaware,202
2019,District of Columbia,203
2019,DoDEA,0
2019,Florida,216
2019,Georgia,207
2019,Hawaii,206
2019,Idaho,211
2019,Illinois,205
2019,Indiana,209
2019,Iowa,207
2019,Kansas,206
2019,Kentucky,212
2019,Louisiana,202
2019,Maine,209
2019,Maryland,205
2019,Massachusetts,213
2019,Michigan,206
2019,Minnesota,205
2019,Mississippi,215
2019,Missouri,207
2019,Montana,208
2019,Nebraska,209
2019,Nevada,211
2019,New Hampshire,208
2019,New Jersey,210
2019,New Mexico,201
2019,New York,206
2019,North Carolina,208
2019,North Dakota,209
2019,Ohio,210
2019,Oklahoma,208
2019,Oregon,207
2019,Pennsylvania,207
2019,Rhode Island,206
2019,South Carolina,204
2019,South Dakota,208
2019,Tennessee,202
2019,Texas,206
2019,United States,207
2019,Utah,208
2019,Vermont,206
2019,Virginia,208
2019,Washington,206
2019,West Virginia,204
2019,Wisconsin,204
2019,Wyoming,215
2022,Alabama,201
2022,Alaska,188
2022,Arizona,201
2022,Arkansas,200
2022,California,201
2022,Colorado,203
2022,Connecticut,201
2022,Delaware,189
2022,District of Columbia,194
2022,DoDEA,0
2022,Florida,215
2022,Georgia,204
2022,Hawaii,204
2022,Idaho,203
2022,Illinois,201
2022,Indiana,208
2022,Iowa,204
2022,Kansas,200
2022,Kentucky,206
2022,Louisiana,204
2022,Maine,197
2022,Maryland,195
2022,Massachusetts,209
2022,Michigan,198
2022,Minnesota,194
2022,Mississippi,212
2022,Missouri,197
2022,Montana,204
2022,Nebraska,202
2022,Nevada,207
2022,New Hampshire,204
2022,New Jersey,203
2022,New Mexico,195
2022,New York,202
2022,North Carolina,200
2022,North Dakota,200
2022,Ohio,201
2022,Oklahoma,201
2022,Oregon,210
2022,Pennsylvania,202
2022,Rhode Island,203
2022,South Carolina,204
2022,South Dakota,197
2022,Tennessee,198
2022,Texas,202
2022,United States,203
2022,Utah,199
2022,Vermont,202
2022,Virginia,192
2022,Washington,201
2022,West Virginia,194
2022,Wisconsin,201
2022,Wyoming,211
